review_paper_id,review_title,table_label,table_caption,row_index,row_text,organism_guess,cited_doi,cited_pmid,cited_title,cited_year,cited_source,matched_candidate_paper_id
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,1,Phylogenetic relations | MCRf/MCRr* | Pure cultures | Springer et al. (1995),,10.1099/00207713-45-3-554,8590683,Partial gene sequences for the a subunit of methyl-coenzyme M reductase (mcrI) as a phylogenetic tool for the family Methanosarcinaceae.,1995,Int. J. Syst. Bacteriol.,Pd40213b2d4cb
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,2,Community composition | ME1/ME2* | Blanket peat bog | Hales et al. (1996),,10.1128/aem.62.2.668-675.1996,8593069,Isolation and identification of methanogen-specific DNA from blanket bog peat by PCR amplification and sequence analysis.,1996,Appl. Environ. Microbiol.,P780eb67f7d1b
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,3,Community composition | MCRf/MCRraME1/ME2b | Rice field soil | Lueders et al. (2001),,10.1046/j.1462-2920.2001.00179.x,11321536,Molecular analyses of methyl-coenzyme M reductase a-subunit (mcrA) genes in rice field soil and enrichment cultures reveal the methanogenic phenotype of a novel archaeal lineage.,2001,Environ. Microbiol.,P712236b1a341
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,4,Community composition | ME1/ME2b | Oligotrophic fen | Galand et al. (2002),,10.1111/j.1574-6941.2002.tb01033.x,19709303,Depth related diversity of methanogen archaea in finnish oligotrophic fen.,2002,FEMS Microbiol. Ecol.,P8752c047c87b
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,5,Community composition | mcrAF/mcrAR* | Landfill material | Luton et al. (2002),,10.1099/00221287-148-11-3521,12427943,The mcrA gene as an alternative to 16S rRNA in the phylogenetic analysis of methanogen populations in landfill.,2002,Microbiology,P17e9ee47b539
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,6,Community composition | ME1/ME2b | Lake sediments | Earl et al. (2003),,10.1007/s00248-003-2003-x,14708751,Analysis of methanogen diversity in a hypereutrophic lake using PCR-RFLP analysis of mcr sequences.,2003,Microb. Ecol.,P0f65ac40228a
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,7,Community composition | mcrAF/mcrARc | Freshwaters marshes | Castro et al. (2004),,10.1128/AEM.70.11.6559-6568.2004,15528519,Phylogenetic characterization of methanogenic assemblages in eutrophic and oligotrophic areas of the florida everglades.,2004,Appl. Environ. Microbiol.,P1b7b404a3e98
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,8,Community composition | MCRf/MCRra | Hydrothermal sediments | Dhillon et al. (2005),,10.1128/AEM.71.8.4592-4601.2005,16085853,Methanogen diversity evidenced by molecular characterization of methyl coenzyme M reductase A (mcrA) genes in hydrothermal sediments of the Guaymas basin.,2005,Appl. Environ. Microbiol.,Pe30e3cbf279e
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,9,Community composition | MCRf/MCRraME1/MEr2bmcrAF/mcrARc | Peatland soil | Juottonen et al. (2006),,10.1016/j.resmic.2006.08.006,17070673,Detection of methanogenic archaea in peat: comparison of PCR primers targeting the mcrA gene.,2006,Res. Microbiol.,P33a0eca33dca
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,10,Community composition | mcrAF/mcrARcP23-2IAC* | Animal feces | Ufnar et al. (2007b),,10.1128/AEM.00319-07,17586669,Development of a swine-specific fecal pollution marker based on host differences in methanogen mcrA Genes.,2007b,Appl. Environ. Microbiol.,P28f0ef60841f
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,11,Community composition | MeA 1046f/MeA 1435r* | Biodigester | Bauer et al. (2008),,10.2166/wst.2008.514,18957756,Methanogens in biogas production from renewable resources – a novel molecular population analysis approach.,2008,Water Sci. Technol.,Pde888b88605f
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,12,Community composition | mcrAF/mcrARcME1/ME2b | Biodigester | Nettmann et al. (2008),,10.1111/j.1365-2672.2008.03949.x,19120632,Archaea diversity within a commercial biogas plant utilizing herbal biomass determined by 16S rDNA and mcrA analysis.,2008,J. Appl. Microbiol.,P17a1fddbdae2
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,13,Community composition | ME1/ME2bMrtA_for/MrtA_rev* | Human feces | Scanlan et al. (2008),,10.1186/1471-2180-8-79,18492229,Human methanogen diversity and incidence in healthy and diseased colonic groups using mcrA gene analysis.,2008,BMC Microbiol.,Paef9d01e4793
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,14,"Community composition | ME1b,mcrAFc, mlas*/ mcrA-rev* | Acidic peat bog,Biodigester | Steinberg and Regan (2008)",,10.1128/AEM.00553-08,18776026,"Phylogenetic comparison of the methanogenic communities from an acidic, oligotrophic fen and an anaerobic digester treating municipal wastewater sludge.",2008,Appl. Environ. Microbiol.,P7fdcad9dbe74
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,15,"Community composition | MM_01_pSTC/MM_02*MM_Mbs_Fw/MM_Mbs_Rv*MMr_Mss_Fw/MMr_Mss_Rv* MM_Mx01_Fw/MM_Mx01_Rv* MM_Mx2_Fw/MM_Mx2_Rv*MM_Mx3_Fw /MM_Mx3_Rv* | Human feces | Mihajlovski et al. (2010, 2008)",,10.1111/j.1758-2229.2009.00116.x,23766078,Molecular evaluation of the human gut methanogenic archaeal microbiota reveals an age-associated increase of the diversity.,2010,Environ. Microbiol. Rep.,P99cefaa4ca44
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,15,"Community composition | MM_01_pSTC/MM_02*MM_Mbs_Fw/MM_Mbs_Rv*MMr_Mss_Fw/MMr_Mss_Rv* MM_Mx01_Fw/MM_Mx01_Rv* MM_Mx2_Fw/MM_Mx2_Rv*MM_Mx3_Fw /MM_Mx3_Rv* | Human feces | Mihajlovski et al. (2010, 2008)",,10.1016/j.resmic.2008.06.007,18644435,"A putative new order of methanogenic Archaea inhabiting the human gut, as revealed by molecular analyses of the mcrA gene.",2008,Res. Microbiol.,P04ab22d43f76
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,16,Community composition | mcrAF/mcrARcME3MFe/ME2b | Marine sediments | Merkel et al. (2010),,10.1134/S0026261710060196,21774172,"Detection of methanotrophic archaea in pockmark sediments (Gdansk Deep, Baltic Sea) by sequence analysis of the gene encoding the α subunit of methyl-coenzyme M reductase.",2010,Microbiology,P58b36c537bc6
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,17,Community composition | mcrAF/mcrARc | Biodigester | Tale et al. (2011),,10.1016/j.watres.2011.07.035,21855955,Methanogen community structure-activity relationship and bioaugmentation of overloaded anaerobic digesters.,2011,Water Res.,P5ae1163783db
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,18,Community composition | mcrAF/mcrARc | Biodigester | Zhu et al. (2011),,10.1016/j.micres.2010.01.004,20116227,Diversity of methanogenic archaea in a biogas reactor fed with swine feces as the mono-substrate by mcrA analysis.,2011,Microbiol. Res.,Pf839949f5959
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,19,Community composition | MCRf/MCRraME1/MEr2bmcrAF/mcrARc | Biodigester | Ellis et al. (2012),,10.5402/2012/753892,23724331,Characterization of a methanogenic community within an algal fed anaerobic digester.,2012,ISRN Microbiol.,P10b18dfbc576
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,20,Community abundance | mlas/mcrA-revd | Biodigester | Traversi et al. (2012),,10.1016/j.jenvman.2012.07.021,22910214,Application of a real-time qPCR method to measure the methanogen concentration during anaerobic digestion as an indicator of biogas production capacity.,2012,J. Environ. Manage.,P21ed24d563b4
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,21,Community composition | MCRf/6-FAM-MCRra | Biodigester | Ma et al. (2013),,10.1016/j.biortech.2013.03.101,23584407,Methanosarcina domination in anaerobic sequencing batch reactor at short hydraulic retention time.,2013,Bioresour. Technol.,P1907b934b858
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,22,Community composition | mcrAF/mcrARc | Rumen fluid | Sirohi et al. (2013),,10.1016/j.gene.2013.04.002,23603353,The 16S rRNA and mcrA gene based comparative diversity of methanogens in cattle fed on high fibre based diet.,2013,Gene,P532a0480a836
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,23,Detection of methanogenic activity | mcrAF/mcrARc | Boreal mire | Juottonen et al. (2008),,10.1038/ismej.2008.66,18650929,Seasonality of rDNA-and rRNA-derived archaeal communities and methanogenic potential in a boreal mire.,2008,ISME J.,P77937d9083fc
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,24,Changes in community composition | mcrAF/mcrARc | Biodigester | Rastogi et al. (2008),,10.1016/j.biortech.2007.11.024,18155901,Investigation of methanogen population structure in biogas reactor by molecular characterization of methyl-coenzyme M reductase A (mcrA) genes.,2008,Bioresour. Technol.,P3ee51eb90af9
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,25,Changes in community composition | mcrAF/mcrARc | Biodigester | Cardinali-Rezende et al. (2009),,10.1007/s00253-009-2071-z,19551378,Molecular identification and dynamics of microbial communities in reactor treating organic household waste.,2009,Appl. Microbiol. Biotechnol.,Pfe716acd1bdf
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,26,Changes in community composition | TET-mcrAF/mcrARc | Biodigester | Ács et al. (2013),,10.1016/j.biortech.2012.12.134,23340109,Changes in the Archaea microbial community when the biogas fermenters are fed with protein-rich substrates.,2013,Bioresour. Technol.,P95fe3ca7efc5
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,27,Quantification andcommunity composition | ME1b/M2b*SAE716TAQ*SAR716TAQ*MCU716TAQ* | Biodigester | Shigematsu et al. (2004),,10.1128/AEM.70.7.4048-4052.2004,15240282,Effect of dilution rate on metabolic pathway shift between aceticlastic and nonaceticlastic methanogenesis in chemostat cultivation.,2004,Appl. Environ. Microbiol.,Pc8339213bd29
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,28,Quantification and composition of communities | mcrAF/mcrARcqmcrA-F/qmcra-R* | Rumen fluid | Denman et al. (2007),,10.1111/j.1574-6941.2007.00394.x,17949432,Quantitation and diversity analysis of ruminal methanogenic populations in response to the antimethanogenic compound bromochloromethane: monitoring of rumen methanogenic Archaea.,2007,FEMS Microbiol. Ecol.,P20bb241be210
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,29,Community composition and transcript quantification | mcrAF/mcrARcqmcrA-F/qmcra-Rf | Rumen fluid | Guo et al. (2008),,10.1111/j.1472-765X.2008.02459.x,19146532,"Effect of tea saponin on methanogenesis, microbial community structure and expression of mcrA gene, in cultures of rumen micro-organisms.",2008,Lett. Appl. Microbiol.,P336b7795b816
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,30,"Quantification and community composition | ME3MF*/ME2b | Biodigester,Marine sediments | Nunoura et al. (2008)",,10.1111/j.1574-6941.2008.00451.x,18318714,Quantification of mcrA by fluorescent PCR in methanogenic and methanotrophic microbial communities.,2008,FEMS Microbiol. Ecol.,P7370c529bc16
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,31,Quantification and composition of communities | mcrAF/mcrARcqmcrA-F/qmcrA-Rf | Foregut of the Tammar Wallaby (Macropus eugenii) | Evans et al. (2009),Macropus eugenii,10.1128/AEM.02436-08,19218421,Community composition and density of methanogens in the foregut of the tammar wallaby (Macropus eugenii).,2009,Appl. Environ. Microbiol.,P17d60863ebd5
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,32,Quantification and community composition | mlas/mcrA-revmbac-mcrA*mrtA*mcp*msp*MCR-7*MCR-2a*MCR-2b*fen*msar*msa* | BiodigesterAcidic peat incubations | Steinberg and Regan (2009),,10.1128/AEM.02858-08,19447957,mcrA-Targeted real-time quantitative PCR method to examine methanogen communities.,2009,Appl. Environ. Microbiol.,P2a126ba32a3a
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,33,Quantification and changes in community composition | mlas/mcrA-revmbac-mcrAmrtAmcpmspMCR-7MCR-2aMCR-2bfenmsarmsa | Biodigester | Steinberg and Regan (2011),,10.1016/j.biortech.2011.07.017,21824765,Response of lab-scale methanogenic reactors inoculated from different sources to organic loading rate shocks.,2011,Bioresour. Technol.,Pd567eb6a1d78
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,34,"Quantification and community composition | mlas/mcrA-revdmsarg, mrtAg, mcpg and msag | Biodigester | Traversi et al. (2011)",,10.1186/2191-0855-1-28,21982396,The role of different methanogen groups evaluated by Real-Time qPCR as high-efficiency bioindicators of wet anaerobic co-digestion of organic waste.,2011,AMB Express,Pd053be57f223
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,35,Quantification and community composition | mcrAF/mcrARc | Biodigester | Kampmann et al. (2012),,10.1016/j.syapm.2012.07.002,22918024,Hydrogenotrophic methanogens dominate in biogas reactors fed with defined substrates.,2012,Syst. Appl. Microbiol.,P5641c1ec686b
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,36,Variations in transcripts and community composition | MCRf/MCRramlas/mcrA-revd | Rice field soil | Ma et al. (2012),,10.1128/AEM.06934-11,22101043,Responses of methanogen mcrA genes and their transcripts to an alternate dry/wet cycle of paddy field soil.,2012,Appl. Environ. Microbiol.,P37c7b38c7075
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,37,Quantification and Community composition | mcrAF/mcrARcqmcrA-F/qmcrA-Rf | Feces of horse and pony | Lwin and Matsui (2014),,10.1155/2014/483574,24678264,Comparative analysis of the methanogen diversity in horse and pony by using mcrA gene and archaeal 16S rRNA gene clone libraries.,2014,Archaea,P7369f5b9eaa3
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,38,"Transcript and gene copy number quantification | mcrAF/mcrARc | Peat soil | Freitag and Prosser (2009), Freitag et al. (2010)",,10.1128/AEM.01021-09,19749064,Correlation of methane production and functional gene transcriptional activity in a peat soil.,2009,Appl. Environ. Microbiol.,Pe463641dbda2
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,38,"Transcript and gene copy number quantification | mcrAF/mcrARc | Peat soil | Freitag and Prosser (2009), Freitag et al. (2010)",,10.1111/j.1574-6941.2010.00871.x,20455935,Links between methane flux and transcriptional activities of methanogens and methane oxidizers in a blanket peat bog: methane flux and transcriptional activities in a peat bog.,2010,FEMS Microbiol. Ecol.,P1da949b913fa
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,39,Gene abundance | mcrAF/mcrARc | Rumen fluid | Li et al. (2012),,10.1017/S175173111200078X,22717375,Flaxseed supplementation decreases methanogenic gene abundance in the rumen of dairy cows.,2012,Animal,P94ac5c5c7390
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,40,Transcript and gene copy number quantification | MeA 1046f/MeA 1435rh | Biodigester | Munk et al. (2012),,10.2166/wst.2012.436,23032759,A metabolic quotient for methanogenic Archaea.,2012,Water Sci. Technol.,P04b3c3c142c0
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,41,Gene copy number quantification | mlas/mcrA-revd | Cold desert soil | Aśchenbach et al. (2013),,10.3389/fmicb.2013.00359,24348469,Methanogens at the top of the world: occurrence and potential activity of methanogens in newly deglaciated soils in high-altitude cold deserts in the Western Himalayas.,2013,Front. Microbiol.,P2695a4f6766e
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,42,Transcript and gene copy number quantification | qmcrA-Ff/ mcrA-revd | Biodigester Natural wetlands sedimentsPure cultures | Palacio-Molina et al. (2013),,,,Quantitative analysis of mcrA trascripts and its correlation with methanogenic activity in two natural wetlands.,2013,Oral Presented at the II Congreso de Bioquímica y Biología Molecular de Bacterias,Pe2a3bd31def9
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,43,Gene copy number quantification | mcrAF/mcrARc | Rice field soil | Pramanik and Kim (2013),,10.1016/j.chemosphere.2012.07.008,22883109,Effect of limited nickel availability on methane emission from EDTA treated soils: coenzyme M an alternative biomarker for methanogens.,2013,Chemosphere,Pb5b02a09459c
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,44,Variations in transcripts and community composition | mcrAF/mcrARc | Rice field soil | Watanabe et al. (2009),,10.1016/j.soilbio.2008.10.025,,Distinct members of a stable methanogenic archaeal community transcribe mcrA genes under flooded and drained conditions in Japanese paddy field soil.,2009,Soil Biol. Biochem.,Pe290112f3c89
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,45,Variations in transcripts and community composition | MCRf/MCRra | Rice field soil | Yuan et al. (2011),,10.1111/j.1758-2229.2010.00228.x,23761278,Transcriptional response of methanogen mcrA genes to oxygen exposure of rice field soil: transcriptional response of mcrA genes to aeration stress.,2011,Environ. Microbiol. Rep.,Pb2deed72312a
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,46,Variations in transcripts and community composition | MCRf/MCRramlas/mcrA-revd | Biodigester | Zhang et al. (2014),,10.1111/1574-6941.12229,24117957,Inhibitory effects of ammonia on methanogen mcrA transcripts in anaerobic digester sludge.,2014,FEMS Microbiol. Ecol.,P6f0c6f07d6aa
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,Table 1,Application of mcrA gene in studies related to biodigester and other natural anaerobic environments.,47,"Transcript and gene copy number quantification, community composition | mcrAF/mcrARc | Bioreactors | Morris et al. (2014)",,10.1111/1751-7915.12094,24320083,Methyl coenzyme M reductase (mcrA) gene abundance correlates with activity measurements of methanogenic H2/CO2 -enriched anaerobic biomass: mcrA genes and transcripts.,2014,Microbial Biotechnol.,Pa36a784f5a60
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,1,"Gene assembly | Fast, accurate, construction of large genetic devices | Microfluidics DNA synthesis and assembly with integrated bacterial transformation | [60,62]",,10.1016/j.jala.2010.01.010,,Core—Shell droplets for parallel DNA ligation of an ultra-micro volume using an EWOD microfluidic system,2010,J. Lab. Autom.,P9d35175cec17
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,1,"Gene assembly | Fast, accurate, construction of large genetic devices | Microfluidics DNA synthesis and assembly with integrated bacterial transformation | [60,62]",,10.1021/acssynbio.5b00062,26075958,A versatile microfluidic device for automating synthetic biology,2015,ACS Synth. Biol.,P1be2c02fa3c0
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,2,"Verification | Large scale screening Dynamic chemical environment | Microfluidic photobioreactor supporting long term cell growth and single cell monitoring | [41,42,43]",,10.1039/C4LC01316F,25939721,A high-throughput microfluidic single-cell screening platform capable of selective cell extraction,2015,Lab Chip,Peb5540ca6431
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,2,"Verification | Large scale screening Dynamic chemical environment | Microfluidic photobioreactor supporting long term cell growth and single cell monitoring | [41,42,43]",,10.1063/1.4871522,24803962,A microfluidic perfusion platform for cultivation and screening study of motile microalgal cells,2014,Biomicrofluidics,P89e48aae52ef
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,2,"Verification | Large scale screening Dynamic chemical environment | Microfluidic photobioreactor supporting long term cell growth and single cell monitoring | [41,42,43]",,10.1021/acssynbio.5b00094,26332284,A microfluidic platform for long-term monitoring of algae in dynamic environment,2016,ACS Synth. Biol.,P7cf8c50df006
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,3,"End production titration | Low cost, in situ measurement to replace current technology | 1. Enzyme assay with fluorescent detection2. Spectroscopy such as Raman integrated with microfluidics | [46,48,73,74]",,10.1098/rsif.2015.0216,25878135,High-throughput detection of ethanol- producing cyanobacteria in a microdroplet platform,2015,J. R. Soc. Interface,Pe3c9b7ddc7e4
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,3,"End production titration | Low cost, in situ measurement to replace current technology | 1. Enzyme assay with fluorescent detection2. Spectroscopy such as Raman integrated with microfluidics | [46,48,73,74]",,10.1186/s13068-015-0380-2,26613003,Single-cell screening of photosynthetic growth and lactate production by cyanobacteria,2015,Biotechnol. Biofuels,P18827203ac84
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,3,"End production titration | Low cost, in situ measurement to replace current technology | 1. Enzyme assay with fluorescent detection2. Spectroscopy such as Raman integrated with microfluidics | [46,48,73,74]",,10.1021/ac503974e,25607599,Raman activated cell sorting based on dielectrophoretic single-cell trap and release,2015,Anal. Chem.,Pd129e9784b93
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,Table 1,Key microfluidic technologies for investigation of challenges present in the metabolic engineering and synthetic biology workflow.,3,"End production titration | Low cost, in situ measurement to replace current technology | 1. Enzyme assay with fluorescent detection2. Spectroscopy such as Raman integrated with microfluidics | [46,48,73,74]",,10.1002/biot.201400165,24906189,"Raman spectroscopy provides a rapid, non-invasive method for quantitation of starch in live, unicellular microalgae",2014,Biotechnol. J.,Pdeb76e87f9a0
Pb16ffc7eb246,Properties of alternative microbial hosts used in synthetic biology: towards the design of a modular chassis,Table 1.,Alternative chassis used in Synthetic Biology applications,1,"Clostridium acetobutylicum | Biofuels, flavouring, cosmetics, plasticisers | Anaerobic | [67]",Clostridium acetobutylicum,10.1016/j.ymben.2016.02.006,26924180,Improving the performance of solventogenic clostridia by reinforcing the biotin synthetic pathway,,,Paec130db9b3e
Pb16ffc7eb246,Properties of alternative microbial hosts used in synthetic biology: towards the design of a modular chassis,Table 1.,Alternative chassis used in Synthetic Biology applications,2,Klebsiella spp. | Biofuel production | Facultatively anaerobic | [68],Klebsiella,10.1016/j.biotechadv.2011.01.007,21272631,"Microbial 2,3-butanediol production: a state-of-the-art review",,,P6bd539d75c55
Pb16ffc7eb246,Properties of alternative microbial hosts used in synthetic biology: towards the design of a modular chassis,Table 1.,Alternative chassis used in Synthetic Biology applications,3,"Pseudomonas putida | Bioremediation, small molecules and bioplastics production | Aerobic | [69]",Pseudomonas putida,10.1016/j.cbpa.2016.05.011,27239751,From dirt to industrial applications: Pseudomonas putida as a Synthetic Biology chassis for hosting harsh biochemical reactions,,,P16e327be1466
